A,B,C,D,E,F
77,4,21,17,36,1
92,9,41,20,27,1
73,6,40,21,24,1
4,14,26,16,39,0
77,11,20,16,39,1
19,4,24,15,42,0
9,4,42,14,45,0
14,8,33,25,12,0
6,9,17,26,9,0
94,3,17,19,30,1
60,1,7,0,87,0
25,18,33,12,51,1
54,16,39,22,21,1
21,4,22,14,45,0
22,14,26,12,51,0
4,16,31,16,39,0
80,7,0,5,72,0
93,8,15,1,84,1
77,7,18,20,27,1
74,7,33,3,78,1
14,17,38,28,3,1
9,12,25,25,12,0
89,0,27,15,42,1
29,1,26,3,78,0
57,16,39,25,12,1
15,6,1,0,87,0
4,17,47,21,24,1
14,6,42,18,33,0
6,4,23,27,6,0
44,7,3,27,6,0
59,15,26,25,12,1
51,19,4,5,72,0
9,13,43,27,6,0
45,8,33,14,45,1
55,2,23,0,87,0
70,18,30,7,66,1
17,1,17,12,51,0
44,5,8,25,12,0
42,2,45,27,6,1
13,10,11,29,0,0
77,14,0,3,78,1
75,3,41,9,60,1
19,10,13,3,78,0
29,17,11,25,12,0
52,11,44,6,69,1
25,6,32,25,12,0
90,16,3,13,48,1
59,17,32,2,81,1
64,18,38,11,54,1
64,9,45,4,75,1
43,19,15,8,63,1
50,10,37,9,60,1
59,15,48,4,75,1
1,11,0,9,60,0
12,19,20,26,9,0
19,0,30,4,75,0
89,5,40,3,78,1
36,13,8,15,42,0
88,12,19,29,0,1
12,14,21,22,21,0
21,7,20,28,3,0
76,1,39,8,63,1
95,6,17,18,33,1
71,6,34,1,84,1
68,8,26,28,3,1
6,17,33,21,24,0
91,3,42,6,69,1
50,11,14,20,27,0
66,6,4,27,6,0
27,13,38,17,36,1
80,16,22,3,78,1
83,17,34,14,45,1
73,6,17,21,24,1
43,7,31,20,27,0
12,0,19,25,12,0
14,5,14,20,27,0
97,6,39,24,15,1
85,16,36,17,36,1
66,4,29,12,51,1
2,13,7,24,15,0
86,5,42,3,78,1
95,16,49,27,6,1
81,7,2,22,21,0
15,17,29,1,84,0
42,5,0,12,51,0
46,11,46,28,3,1
93,10,44,4,75,1
31,16,26,2,81,1
3,9,36,21,24,0
3,9,48,3,78,0
19,19,4,23,18,0
99,6,23,9,60,1
9,7,29,23,18,0
69,12,25,28,3,1
56,9,32,26,9,1
21,17,25,23,18,0
11,7,41,20,27,0
97,16,44,10,57,1
76,13,17,26,9,1
39,18,38,25,12,1
84,17,21,10,57,1
75,14,41,17,36,1
58,8,44,18,33,1
90,5,10,23,18,1
88,10,21,13,48,1
36,16,44,7,66,1
3,6,32,19,30,0
24,5,13,14,45,0
26,4,31,12,51,0
38,6,40,21,24,1
81,10,13,14,45,1
12,5,16,22,21,0
43,15,38,15,42,1
95,3,3,5,72,0
32,6,24,18,33,0
36,14,19,27,6,0
33,14,24,27,6,0
85,15,49,17,36,1
12,14,17,0,87,0
26,6,33,15,42,0
29,3,21,14,45,0
83,6,19,26,9,1
91,13,25,25,12,1
50,3,44,13,48,1
94,8,29,27,6,1
39,12,5,5,72,0
95,11,24,3,78,1
92,8,25,17,36,1
74,16,18,29,0,1
78,0,15,26,9,0
2,12,2,3,78,0
15,1,26,29,0,0
2,0,26,2,81,0
11,9,4,20,27,0
28,10,49,5,72,1
73,19,44,16,39,1
6,14,29,13,48,0
36,4,29,27,6,0
21,13,33,5,72,0
93,10,14,7,66,1
43,15,45,5,72,1
78,15,7,28,3,1
53,3,13,6,69,0
5,10,9,12,51,0
79,2,1,26,9,0
53,19,15,3,78,1
58,1,43,0,87,1
91,6,47,19,30,1
67,14,27,29,0,1
91,16,15,3,78,1
83,19,36,9,60,1
58,2,19,24,15,0
73,1,35,14,45,1
26,6,2,15,42,0
45,16,35,16,39,1
96,4,15,18,33,1
51,17,29,9,60,1
55,3,33,18,33,0
98,4,30,7,66,1
36,1,31,9,60,0
15,0,1,3,78,0
93,12,12,16,39,1
30,0,31,17,36,0
10,3,37,17,36,0
90,3,29,18,33,1
60,16,32,0,87,1
27,9,10,28,3,0
98,6,7,14,45,1
86,11,1,20,27,1
91,5,49,11,54,1
19,9,20,20,27,0
96,17,35,18,33,1
81,0,21,29,0,0
87,2,23,17,36,1
9,4,43,23,18,0
20,1,10,2,81,0
31,15,8,15,42,0
31,11,23,24,15,0
73,3,41,12,51,1
8,14,43,28,3,0
27,16,44,14,45,1
4,16,42,27,6,0
72,5,42,23,18,1
42,7,36,20,27,1
47,18,18,6,69,1
36,5,0,7,66,0
28,17,45,29,0,1
9,14,0,13,48,0
23,5,17,20,27,0
15,3,18,8,63,0
11,13,10,3,78,0
99,19,7,7,66,1
38,7,24,7,66,0
69,10,47,16,39,1
30,0,42,10,57,0
81,4,43,6,69,1
81,12,18,8,63,1
46,1,1,14,45,0
78,18,36,6,69,1
15,4,1,25,12,0
28,18,47,9,60,1
74,8,24,22,21,1
32,15,11,23,18,0
96,4,7,25,12,1
40,1,8,22,21,0
37,11,32,17,36,1
26,7,13,20,27,0
62,16,21,9,60,1
3,6,44,8,63,0
65,2,17,12,51,0
66,9,10,23,18,0
11,14,42,19,30,1
59,10,13,12,51,0
32,4,45,26,9,0
64,2,28,23,18,0
48,6,17,5,72,0
20,11,20,26,9,0
19,3,43,24,15,0
26,10,38,7,66,0
64,9,46,24,15,1
48,4,33,21,24,0
52,4,35,13,48,1
58,18,32,29,0,1
58,17,20,25,12,1
31,13,11,10,57,0
30,0,14,7,66,0
41,12,15,6,69,0
75,8,25,9,60,1
69,16,16,3,78,1
83,0,25,22,21,1
12,14,6,5,72,0
28,17,27,28,3,1
95,5,32,2,81,1
7,8,10,19,30,0
60,12,18,3,78,1
11,6,33,10,57,0
65,16,41,29,0,1
36,4,19,6,69,0
95,5,29,19,30,1
94,5,2,16,39,0
41,17,28,9,60,1
66,8,8,7,66,0
72,5,6,17,36,0
8,12,22,19,30,0
6,11,43,26,9,0
98,3,13,7,66,1
28,6,46,8,63,0
68,18,27,29,0,1
87,1,29,9,60,1
8,12,5,21,24,0
25,7,6,26,9,0
2,19,5,20,27,0
31,3,28,15,42,0
78,16,6,17,36,1
24,1,24,29,0,0
32,13,24,6,69,0
66,7,29,26,9,1
25,1,35,28,3,0
3,18,35,22,21,0
20,6,25,14,45,0
31,4,7,29,0,0
77,9,35,4,75,1
23,1,34,20,27,0
23,17,8,29,0,0
68,5,7,5,72,0
76,12,32,23,18,1
87,3,7,27,6,0
20,5,46,18,33,0
58,16,18,7,66,1
95,14,4,4,75,1
31,6,16,3,78,0
33,6,23,10,57,0
94,19,17,4,75,1
31,1,34,15,42,0
64,6,12,4,75,0
41,18,28,10,57,1
30,3,48,1,84,0
56,4,8,1,84,0
95,14,32,18,33,1
42,17,33,26,9,1
57,0,8,4,75,0
56,11,25,3,78,1
34,0,1,21,24,0
58,5,38,14,45,1
50,16,36,19,30,1
17,5,42,21,24,0
4,10,37,9,60,0
34,7,8,0,87,0
83,6,40,28,3,1
0,3,44,1,84,0
57,18,5,9,60,1
12,3,24,7,66,0
98,6,21,25,12,1
45,10,46,24,15,1
96,16,44,2,81,1
52,15,44,6,69,1
92,9,6,1,84,1
13,13,25,20,27,0
63,11,31,15,42,1
40,16,29,6,69,1
47,2,9,1,84,0
82,19,27,4,75,1
47,18,5,4,75,0
57,13,46,5,72,1
61,19,38,1,84,1
41,3,25,18,33,0
61,15,30,28,3,1
6,12,1,16,39,0
94,17,17,16,39,1
40,0,40,24,15,0
39,13,25,5,72,1
78,6,35,17,36,1
15,0,25,2,81,0
94,16,6,14,45,1
37,11,16,5,72,0
66,3,40,21,24,1
69,1,41,14,45,1
96,7,6,11,54,1
72,4,0,16,39,0
4,16,32,17,36,0
78,8,32,19,30,1
95,7,26,21,24,1
22,3,12,23,18,0
95,16,6,22,21,1
83,6,39,13,48,1
38,5,36,29,0,0
31,13,12,18,33,0
96,14,26,11,54,1
9,9,8,4,75,0
29,13,16,17,36,0
42,13,28,24,15,1
30,19,6,4,75,0
64,10,31,7,66,1
87,16,29,1,84,1
80,6,23,17,36,1
56,4,18,13,48,0
71,17,23,10,57,1
26,17,4,10,57,0
14,10,42,0,87,0
98,3,32,13,48,1
63,3,21,14,45,0
78,9,28,8,63,1
19,1,49,26,9,0
74,10,47,5,72,1
40,3,10,1,84,0
57,9,15,15,42,0
18,14,6,23,18,0
13,15,6,28,3,0
84,15,49,0,87,1
35,6,42,7,66,1
8,12,45,14,45,0
19,13,9,29,0,0
44,19,2,4,75,0
35,15,41,27,6,1
3,3,43,2,81,0
77,8,41,8,63,1
66,4,26,6,69,1
60,19,46,24,15,1
55,18,8,27,6,1
11,9,46,3,78,0
25,7,45,17,36,0
70,11,12,13,48,1
14,7,12,16,39,0
96,0,35,4,75,1
75,8,41,19,30,1
49,3,18,10,57,0
11,19,45,3,78,1
72,18,30,21,24,1
33,3,41,3,78,0
4,13,10,23,18,0
93,10,21,13,48,1
35,8,31,12,51,0
67,8,28,19,30,1
5,17,31,26,9,0
94,10,35,25,12,1
36,18,19,18,33,1
54,11,44,11,54,1
68,14,34,28,3,1
59,0,7,23,18,0
34,7,1,1,84,0
79,3,13,0,87,0
44,7,42,5,72,1
82,14,16,9,60,1
58,9,46,6,69,1
39,0,37,21,24,0
82,17,5,27,6,1
49,12,25,0,87,1
71,11,27,19,30,1
7,4,18,8,63,0
26,5,7,24,15,0
19,6,42,16,39,0
60,4,20,14,45,0
50,13,47,9,60,1
69,6,16,0,87,0
84,19,48,11,54,1
0,1,49,13,48,0
42,14,32,29,0,1
62,18,22,8,63,1
49,16,30,26,9,1
15,2,42,8,63,0
80,7,23,12,51,1
63,6,38,6,69,1
46,14,8,3,78,0
17,13,45,24,15,1
68,18,34,25,12,1
88,12,21,22,21,1
28,8,19,22,21,0
2,12,39,17,36,0
14,8,48,3,78,0
46,12,25,5,72,1
16,19,20,17,36,0
95,9,0,3,78,1
0,3,2,7,66,0
80,10,4,1,84,1
97,14,10,23,18,1
76,11,6,13,48,1
51,3,15,25,12,0
46,11,10,28,3,0
66,14,9,0,87,1
74,8,42,3,78,1
48,8,25,3,78,0
83,4,41,16,39,1
70,11,39,1,84,1
6,18,14,16,39,0
71,0,39,21,24,1
93,2,44,19,30,1
87,10,10,9,60,1
56,19,13,14,45,1
28,18,7,0,87,0
28,7,19,26,9,0
27,7,9,20,27,0
35,4,0,12,51,0
46,10,49,6,69,1
33,6,7,23,18,0
35,13,27,6,69,0
82,14,22,26,9,1
35,2,13,27,6,0
25,9,31,26,9,0
25,11,37,29,0,0
40,9,44,6,69,1
0,18,25,23,18,0
37,5,17,12,51,0
40,10,39,22,21,1
24,12,5,7,66,0
89,2,17,17,36,1
3,13,32,6,69,0
28,14,11,27,6,0
24,3,28,12,51,0
13,5,44,23,18,0
97,2,14,11,54,1
73,3,34,17,36,1
41,9,40,1,84,1
49,14,23,12,51,1
59,11,16,7,66,1
25,18,32,12,51,1
56,13,48,18,33,1
31,13,27,6,69,0
28,16,8,11,54,0
67,16,28,16,39,1
66,6,16,11,54,0
58,5,45,15,42,1
48,17,26,0,87,1
49,11,28,12,51,1
38,8,23,2,81,0
38,1,37,29,0,0
47,5,14,2,81,0
4,0,48,11,54,0
83,3,3,16,39,0
0,12,39,29,0,0
68,4,18,29,0,0
76,0,0,0,87,0
20,3,40,29,0,0
39,2,0,22,21,0
3,10,46,5,72,0
47,6,39,11,54,1
15,15,12,8,63,0
41,12,6,4,75,0
91,6,21,9,60,1
61,19,40,20,27,1
71,1,20,29,0,0
94,4,13,12,51,1
7,4,47,6,69,0
97,2,12,16,39,1
32,0,13,3,78,0
45,8,8,15,42,0
34,1,18,27,6,0
84,4,15,9,60,1
25,13,14,17,36,0
78,13,45,4,75,1
37,19,48,12,51,1
1,6,46,26,9,0
32,10,18,19,30,0
96,17,49,7,66,1
25,1,22,23,18,0
5,4,28,27,6,0
88,8,48,26,9,1
96,0,34,1,84,1
36,1,14,24,15,0
52,10,47,22,21,1
68,19,31,22,21,1
77,16,7,13,48,1
7,8,37,0,87,0
85,16,26,12,51,1
71,16,1,14,45,1
24,19,9,10,57,0
25,0,35,0,87,0
3,6,0,12,51,0
8,1,45,22,21,0
51,14,0,2,81,0
65,11,4,26,9,0
92,11,38,27,6,1
33,5,42,22,21,0
85,13,31,28,3,1
60,11,47,5,72,1
53,10,46,4,75,1
29,0,12,24,15,0
7,12,42,11,54,0
50,6,0,2,81,0
4,18,20,5,72,0
11,6,4,17,36,0
50,8,33,21,24,1
70,12,5,17,36,0
38,13,16,9,60,0
52,9,2,20,27,0
78,5,16,20,27,1
14,2,21,16,39,0
23,2,41,4,75,0
93,7,35,29,0,1
93,4,18,24,15,1
74,7,34,25,12,1
39,0,37,14,45,0
85,1,15,10,57,0
61,15,4,10,57,0
39,18,39,10,57,1
14,15,48,4,75,1
83,11,21,2,81,1
52,2,7,4,75,0
42,16,0,26,9,0
37,10,27,13,48,0
87,6,7,28,3,1
57,12,28,17,36,1
59,15,16,12,51,1
57,6,43,20,27,1
7,19,8,23,18,0
92,6,41,2,81,1
20,1,29,15,42,0
4,9,29,28,3,0
73,18,22,9,60,1
44,12,45,28,3,1
87,12,22,22,21,1
29,10,20,23,18,0
17,2,27,17,36,0
2,13,21,26,9,0
32,15,46,20,27,1
40,9,30,23,18,0
47,18,38,16,39,1
45,1,26,17,36,0
27,19,37,24,15,1
6,7,30,24,15,0
81,5,11,28,3,0
24,6,0,29,0,0
1,4,23,15,42,0
84,18,35,7,66,1
63,14,41,6,69,1
86,12,13,10,57,1
57,7,7,23,18,0
95,5,43,24,15,1
77,8,18,15,42,1
70,15,11,15,42,1
45,5,31,17,36,0
74,7,42,24,15,1
50,15,41,16,39,1
9,4,40,15,42,0
47,2,42,6,69,1
67,0,39,17,36,1
68,15,29,16,39,1
41,17,10,9,60,0
17,15,11,21,24,0
86,15,32,21,24,1
53,11,21,3,78,1
87,17,33,18,33,1
39,12,29,25,12,1
59,3,24,24,15,0
36,4,47,14,45,1
71,4,19,19,30,0
42,9,19,20,27,0
22,5,8,22,21,0
54,1,38,15,42,0
13,11,33,17,36,0
23,4,37,12,51,0
70,6,18,16,39,0
83,11,32,24,15,1
79,2,14,9,60,0
17,9,19,19,30,0
95,11,41,9,60,1
92,8,33,5,72,1
2,0,15,20,27,0
2,12,37,13,48,0
72,19,44,4,75,1
26,15,1,12,51,0
5,19,38,22,21,1
58,15,31,27,6,1
60,14,11,0,87,1
69,12,32,17,36,1
32,8,24,27,6,0
88,15,1,11,54,1
93,1,46,9,60,1
77,0,44,19,30,1
41,19,19,24,15,1
48,3,24,24,15,0
89,11,17,9,60,1
71,6,18,14,45,1
19,17,5,16,39,0
9,8,41,4,75,0
69,10,49,9,60,1
25,11,6,26,9,0
61,18,28,4,75,1
9,17,4,19,30,0
54,16,9,3,78,1
84,15,44,16,39,1
37,13,17,23,18,0
40,15,3,24,15,0
99,17,4,2,81,1
51,17,20,3,78,1
1,11,30,19,30,0
13,9,12,7,66,0
49,2,48,21,24,1
72,19,33,8,63,1
83,10,28,0,87,1
97,17,47,12,51,1
16,15,43,29,0,1
55,0,22,8,63,0
49,5,17,25,12,0
45,18,6,25,12,0
85,7,2,26,9,0
73,10,32,19,30,1
48,6,31,28,3,0
41,5,33,24,15,0
45,17,45,10,57,1
40,7,47,20,27,1
83,12,3,11,54,1
13,0,18,22,21,0
78,9,41,20,27,1
46,14,17,11,54,0
35,5,26,11,54,0
94,16,44,29,0,1
65,4,41,12,51,1
41,8,22,1,84,0
9,16,4,21,24,0
67,14,19,18,33,1
82,0,32,15,42,1
87,9,32,20,27,1
93,4,13,24,15,1
61,0,0,17,36,0
93,17,3,24,15,1
69,4,26,7,66,1
21,0,33,28,3,0
44,0,45,19,30,0
11,8,32,3,78,0
33,2,49,24,15,0
98,6,14,12,51,1
51,8,27,12,51,1
66,17,37,25,12,1
79,10,17,20,27,1
90,8,2,9,60,1
73,19,47,29,0,1
70,19,20,21,24,1
99,10,42,12,51,1
85,18,41,6,69,1
27,3,26,15,42,0
22,18,18,16,39,0
22,5,28,16,39,0
26,5,1,28,3,0
62,16,2,20,27,0
18,13,41,29,0,1
2,16,36,29,0,0
53,14,29,19,30,1
67,4,12,23,18,0
76,12,16,1,84,1
47,8,10,20,27,0
62,14,39,0,87,1
82,6,43,4,75,1
8,2,34,17,36,0
97,11,5,1,84,1
41,8,5,29,0,0
61,7,47,12,51,1
97,1,32,6,69,1
82,1,22,21,24,1
21,5,37,12,51,0
97,3,14,24,15,1
5,11,5,19,30,0
57,5,19,26,9,0
93,9,40,28,3,1
35,0,46,18,33,0
97,4,16,11,54,1
42,11,44,5,72,1
6,14,49,9,60,1
22,6,12,17,36,0
95,13,25,8,63,1
74,12,29,16,39,1
99,18,10,12,51,1
76,3,31,0,87,1
1,8,47,13,48,0
6,17,22,2,81,0
4,12,24,8,63,0
77,16,14,29,0,1
96,2,11,13,48,1
57,13,34,13,48,1
49,14,48,18,33,1
9,17,24,18,33,0
39,9,2,29,0,0
24,14,27,7,66,0
19,14,7,22,21,0
78,6,8,13,48,0
43,18,15,10,57,1
53,6,34,10,57,1
33,18,18,26,9,0
41,8,20,2,81,0
90,4,24,5,72,1
4,1,4,20,27,0
90,17,46,24,15,1
75,5,48,20,27,1
76,11,33,20,27,1
20,9,25,3,78,0
46,11,42,6,69,1
49,4,22,24,15,0
34,4,37,28,3,0
47,9,34,26,9,1
68,1,26,28,3,0
69,3,8,21,24,0
3,8,48,15,42,0
4,16,39,16,39,0
7,15,25,16,39,0
4,15,35,25,12,0
56,19,44,17,36,1
0,12,18,11,54,0
64,4,28,5,72,1
6,19,16,18,33,0
93,17,13,16,39,1
2,0,20,23,18,0
71,6,23,28,3,1
67,4,8,18,33,0
47,12,20,14,45,0
20,6,41,23,18,0
20,18,26,11,54,0
82,12,33,4,75,1
73,14,29,12,51,1
71,15,35,4,75,1
57,16,42,28,3,1
53,14,36,12,51,1
88,14,5,0,87,1
51,16,49,9,60,1
89,0,35,15,42,1
42,15,28,10,57,1
56,7,47,5,72,1
28,13,3,27,6,0
18,14,23,16,39,0
30,18,5,10,57,0
39,6,22,4,75,0
83,6,9,8,63,0
55,11,13,20,27,0
15,5,26,17,36,0
6,19,13,6,69,0
35,16,15,1,84,0
90,16,20,29,0,1
19,19,40,13,48,1
18,5,3,17,36,0
15,6,32,27,6,0
65,18,11,18,33,1
74,2,1,10,57,0
77,11,40,9,60,1
80,13,8,16,39,1
88,3,40,9,60,1
65,9,5,0,87,0
40,8,32,20,27,0
84,13,2,16,39,1
1,19,15,29,0,0
46,3,17,8,63,0
44,7,6,18,33,0
31,14,39,2,81,1
20,12,26,10,57,0
82,7,10,6,69,1
75,0,41,24,15,1
28,10,43,9,60,1
60,3,16,14,45,0
91,19,23,1,84,1
70,2,16,16,39,0
89,11,7,12,51,1
89,3,48,14,45,1
22,3,1,4,75,0
88,16,2,20,27,1
13,17,31,21,24,0
50,6,30,5,72,0
18,12,31,14,45,0
34,2,33,26,9,0
24,0,1,18,33,0
72,16,12,21,24,1
24,14,7,9,60,0
5,15,8,24,15,0
68,12,32,24,15,1
32,2,14,24,15,0
38,2,9,2,81,0
26,3,46,16,39,0
66,10,1,4,75,0
47,1,29,19,30,0
76,5,49,20,27,1
63,17,27,19,30,1
67,9,24,24,15,1
27,18,25,21,24,1
80,12,44,25,12,1
15,8,1,16,39,0
77,13,20,15,42,1
15,7,28,19,30,0
45,0,23,10,57,0
21,8,32,10,57,0
70,18,24,2,81,1
83,1,48,24,15,1
12,5,43,25,12,0
48,18,0,20,27,0
73,8,14,3,78,1
74,18,9,21,24,1
71,15,21,26,9,1
15,4,14,15,42,0
28,2,38,29,0,0
44,6,34,24,15,0
22,18,31,27,6,1
2,9,43,4,75,0
46,10,47,0,87,1
10,18,14,24,15,0
67,6,18,2,81,0
72,4,11,28,3,0
42,19,23,6,69,1
51,7,5,11,54,0
23,10,18,12,51,0
71,15,1,17,36,1
49,17,15,15,42,1
79,2,16,23,18,0
2,14,38,24,15,0
15,11,0,20,27,0
80,12,37,8,63,1
43,3,16,24,15,0
14,1,48,28,3,0
89,13,9,24,15,1
98,4,8,1,84,1
76,9,42,26,9,1
32,7,12,25,12,0
90,18,39,3,78,1
91,3,37,7,66,1
52,16,17,28,3,1
88,13,46,22,21,1
10,2,34,19,30,0
20,12,23,1,84,0
40,4,33,14,45,0
32,10,6,23,18,0
68,0,11,26,9,0
85,17,34,21,24,1
22,4,19,23,18,0
66,16,11,18,33,1
41,3,23,25,12,0
70,11,15,12,51,1
75,9,18,25,12,1
68,6,11,15,42,0
86,7,44,8,63,1
67,19,28,17,36,1
41,1,28,16,39,0
82,15,44,22,21,1
0,11,41,17,36,0
88,1,19,3,78,1
95,1,25,3,78,1
38,16,40,4,75,1
99,19,19,11,54,1
81,10,2,11,54,0
60,12,1,24,15,0
63,17,39,16,39,1
77,19,47,13,48,1
69,17,42,5,72,1
17,7,15,5,72,0
68,0,7,9,60,0
86,14,25,25,12,1
14,13,10,17,36,0
50,19,18,27,6,1
26,6,18,17,36,0
31,15,20,3,78,0
87,8,18,27,6,1
94,13,18,13,48,1
31,16,33,1,84,1
34,0,7,15,42,0
21,8,16,9,60,0
0,13,33,15,42,0
67,4,42,13,48,1
99,7,39,28,3,1
0,3,39,23,18,0
52,15,31,23,18,1
53,14,16,0,87,1
20,11,9,0,87,0
99,7,12,16,39,1
17,12,28,23,18,0
73,7,20,7,66,1
5,14,41,27,6,0
30,2,3,12,51,0
31,9,12,5,72,0
1,0,19,14,45,0
92,9,31,15,42,1
96,8,18,2,81,1
24,5,26,26,9,0
79,7,37,3,78,1
45,13,48,7,66,1
57,2,36,29,0,1
15,7,12,26,9,0
21,6,23,20,27,0
23,1,42,29,0,0
4,9,3,17,36,0
78,17,41,27,6,1
30,6,10,15,42,0
37,7,26,24,15,0
68,4,22,3,78,0
85,13,36,14,45,1
61,11,32,28,3,1
66,13,31,12,51,1
56,7,25,15,42,0
32,7,33,29,0,0
75,1,48,11,54,1
97,4,36,9,60,1
90,13,14,21,24,1
65,7,3,23,18,0
50,17,13,18,33,1
3,12,30,22,21,0
92,12,13,2,81,1
87,12,11,19,30,1
44,17,45,4,75,1
53,17,3,13,48,0
93,8,12,24,15,1
97,14,43,5,72,1
35,0,40,3,78,0
36,14,39,15,42,1
25,3,48,5,72,0
92,5,12,29,0,1
16,1,14,17,36,0
27,0,36,29,0,0
38,0,5,22,21,0
45,16,0,17,36,0
23,11,19,17,36,0
39,13,33,21,24,1
54,6,15,22,21,0
95,18,21,16,39,1
85,0,10,5,72,0
74,15,49,20,27,1
44,4,7,6,69,0
23,13,23,28,3,0
54,1,26,4,75,0
30,16,46,28,3,1
7,18,40,7,66,1
18,2,19,7,66,0
16,0,14,3,78,0
45,7,18,12,51,0
48,16,16,25,12,1
56,7,34,21,24,1
89,16,7,8,63,1
97,5,22,19,30,1
83,19,30,9,60,1
70,14,25,11,54,1
57,15,20,25,12,1
95,1,6,28,3,0
10,16,18,17,36,0
45,13,14,10,57,0
18,4,40,10,57,0
58,16,48,20,27,1
63,2,6,15,42,0
36,6,33,25,12,0
72,11,26,22,21,1
79,11,30,26,9,1
43,7,17,9,60,0
91,7,33,15,42,1
45,13,44,14,45,1
98,16,6,26,9,1
95,9,4,0,87,1
28,6,19,19,30,0
79,12,16,18,33,1
85,12,10,26,9,1
80,17,20,0,87,1
68,8,4,1,84,0
68,2,11,28,3,0
44,4,31,9,60,0
77,14,5,17,36,1
6,3,13,25,12,0
41,16,30,9,60,1
59,10,37,9,60,1
48,8,18,7,66,0
45,16,49,6,69,1
79,6,12,3,78,0
33,2,36,24,15,0
25,16,47,15,42,1
80,0,0,15,42,0
66,15,36,2,81,1
2,5,40,12,51,0
51,10,31,19,30,1
51,19,3,9,60,0
54,19,45,4,75,1
61,12,38,1,84,1
45,0,2,5,72,0
92,11,9,15,42,1
87,6,3,22,21,0
47,0,41,18,33,0
88,3,15,20,27,1
98,5,44,17,36,1
92,17,33,5,72,1
57,3,7,18,33,0
13,7,29,26,9,0
48,3,27,4,75,0
43,12,23,16,39,0
60,1,44,5,72,1
69,7,7,1,84,0
44,8,14,9,60,0
49,17,41,11,54,1
28,13,1,13,48,0
67,16,41,3,78,1
21,7,37,16,39,0
20,2,38,20,27,0
71,18,41,2,81,1
74,3,44,16,39,1
79,7,7,5,72,0
23,10,10,25,12,0
3,2,11,15,42,0
87,10,12,4,75,1
82,1,42,24,15,1
39,8,37,20,27,1
76,19,13,21,24,1
52,15,44,9,60,1
33,2,1,19,30,0
0,11,41,2,81,0
95,16,30,24,15,1
88,3,7,12,51,0
55,13,2,6,69,0
54,6,42,10,57,1
76,3,9,10,57,0
42,1,26,10,57,0
82,2,18,8,63,0
14,4,48,23,18,0
9,9,3,29,0,0
78,4,38,2,81,1
81,4,33,16,39,1
14,10,35,28,3,0
23,0,32,24,15,0
34,11,38,28,3,1
57,4,38,20,27,1
81,19,38,4,75,1
90,7,24,22,21,1
83,6,5,7,66,0
35,0,49,17,36,0
88,12,26,7,66,1
90,0,23,7,66,1
96,11,32,15,42,1
89,5,22,5,72,1
88,7,48,15,42,1
16,15,18,16,39,0
64,6,44,19,30,1
96,7,33,20,27,1
89,12,5,19,30,1
44,13,28,24,15,1
65,7,24,22,21,1
96,13,37,3,78,1
94,4,46,27,6,1
2,14,7,27,6,0
71,5,26,1,84,1
25,12,43,26,9,1
67,19,7,26,9,1
33,8,30,5,72,0
78,7,42,11,54,1
83,17,23,25,12,1
71,10,12,3,78,1
27,14,41,18,33,1
74,14,23,2,81,1
17,3,17,11,54,0
27,7,21,5,72,0
9,16,26,14,45,0
67,17,10,19,30,1
85,15,45,17,36,1
11,5,7,8,63,0
55,3,35,12,51,1
29,8,35,26,9,0
47,9,34,23,18,1
31,11,23,4,75,0
28,13,5,28,3,0
96,15,36,0,87,1
56,5,36,25,12,1
4,12,10,12,51,0
19,10,47,27,6,1
71,4,43,23,18,1
78,3,30,17,36,1
90,11,48,7,66,1
30,19,29,22,21,1
11,8,0,27,6,0
77,0,4,14,45,0
28,0,20,2,81,0
47,14,35,18,33,1
84,0,14,26,9,0
44,14,42,16,39,1
64,15,45,22,21,1
12,18,25,16,39,0
72,1,15,1,84,0
60,1,1,19,30,0
71,6,3,8,63,0
70,19,15,26,9,1
97,12,37,14,45,1
17,4,47,2,81,0
8,4,42,14,45,0
15,12,18,25,12,0
91,15,43,11,54,1
73,13,25,19,30,1
46,1,31,11,54,0
74,5,43,26,9,1
75,17,4,17,36,1
67,14,41,19,30,1
69,17,10,7,66,1
22,10,48,25,12,1
26,18,42,25,12,1
97,10,41,7,66,1
7,2,17,27,6,0
93,2,47,5,72,1
43,8,15,18,33,0
96,16,7,8,63,1
34,9,28,28,3,0
71,6,7,0,87,0
90,17,11,10,57,1
9,17,33,22,21,0
50,5,1,0,87,0
21,15,12,15,42,0
7,19,38,10,57,1
68,0,18,1,84,0
80,17,36,6,69,1
69,19,18,3,78,1
41,1,24,2,81,0
33,19,25,0,87,1
39,10,21,4,75,0
85,9,12,11,54,1
29,12,10,23,18,0
95,8,16,15,42,1
25,1,36,3,78,0
96,6,5,7,66,1
67,10,28,6,69,1
93,17,10,14,45,1
80,12,37,27,6,1
96,10,10,1,84,1
14,17,44,24,15,1
10,7,13,29,0,0
8,5,26,8,63,0
8,15,49,26,9,1
87,9,7,17,36,1
77,17,49,22,21,1
56,9,39,16,39,1
22,14,5,23,18,0
42,7,26,29,0,0
17,4,41,7,66,0
59,8,3,13,48,0
14,11,5,24,15,0
26,12,12,13,48,0
29,19,14,4,75,0
99,9,39,24,15,1
82,18,33,14,45,1
23,6,28,25,12,0
85,4,13,20,27,1
0,15,3,21,24,0
10,16,14,9,60,0
36,2,30,9,60,0
86,8,2,1,84,0
